manager_id,n_periods,decoded_state_sequence,dominant_state,aversion_periods,aversion_share,neutral_periods,neutral_share,appreciation_periods,appreciation_share,upward_transitions,downward_transitions,same_state_transitions,net_state_movement
M0540,26,N N N N N N N A A A A N N N N N A A A A N N A A N N,Neutral,10,0.38461538461538464,16,0.6153846153846154,0,0.0,3,3,19,0
M0541,26,N A N A N A A A A A A A A N A N A A A A N A A A A A,Aversion,20,0.7692307692307693,6,0.23076923076923078,0,0.0,5,6,14,-1
M0542,26,N N A N N A A A A N N N N A N N N N N N N A A A A A,Neutral,11,0.4230769230769231,15,0.5769230769230769,0,0.0,3,4,18,-1
M0543,26,N A A A N N N A A N N N N N N N N N A A A N N P P P,Neutral,8,0.3076923076923077,15,0.5769230769230769,3,0.11538461538461539,4,3,18,1
M0544,26,N N A A A A N A A A A A N A A A A N N N P P P P P P,Aversion,13,0.5,7,0.2692307692307692,6,0.23076923076923078,4,3,18,1
M0545,26,N N N N N N A N A N A N N N N A N N N P N A A A A A,Neutral,9,0.34615384615384615,16,0.6153846153846154,1,0.038461538461538464,5,6,14,-1
M0546,26,N N N N N N N A A A N A N N P P P P P P P P P P P P,Appreciation,4,0.15384615384615385,10,0.38461538461538464,12,0.46153846153846156,3,2,20,1
M0547,26,N N N N N N N N N N N N N N N N A A N N N N A A A A,Neutral,6,0.23076923076923078,20,0.7692307692307693,0,0.0,1,2,22,-1
M0548,26,N N N N A N N N N N N A N N N N N A A A A A A A A N,Neutral,10,0.38461538461538464,16,0.6153846153846154,0,0.0,3,3,19,0
M0549,26,N N N N N A N N N N N P P P P P P P N N N N P P P P,Neutral,1,0.038461538461538464,14,0.5384615384615384,11,0.4230769230769231,3,2,20,1
M0550,26,N N A A A A N N N N N A N A A A A A A A N N A N N A,Aversion,14,0.5384615384615384,12,0.46153846153846156,0,0.0,4,5,16,-1
M0551,26,N N N N N N N N N N N N N N N N N P P P N P P P P P,Neutral,0,0.0,18,0.6923076923076923,8,0.3076923076923077,2,1,22,1
M0552,26,N A N A A A A A A A A N N N A N A A A A N N N N A N,Aversion,15,0.5769230769230769,11,0.4230769230769231,0,0.0,5,5,15,0
M0553,26,N N N N N N A N N N A A A A A A A A A A A N N N P P,Neutral,12,0.46153846153846156,12,0.46153846153846156,2,0.07692307692307693,3,2,20,1
M0554,26,N N N N N N N N N N N N N N P P P P P P P P P P N N,Neutral,0,0.0,16,0.6153846153846154,10,0.38461538461538464,1,1,23,0
M0555,26,N N A A N N N N N N N A A A A A N P P P P P P N A A,Neutral,9,0.34615384615384615,11,0.4230769230769231,6,0.23076923076923078,3,4,18,-1
M0556,26,N N N N N N N N N N N A A A A A A N P P P P P P P P,Neutral,6,0.23076923076923078,12,0.46153846153846156,8,0.3076923076923077,2,1,22,1
M0557,26,N N N N N N N N N N A A A A N P P P P P N N N N A A,Neutral,6,0.23076923076923078,15,0.5769230769230769,5,0.19230769230769232,2,3,20,-1
M0558,26,N A A A N N N N N N N N N N A A A N N A A N P P P P,Neutral,8,0.3076923076923077,14,0.5384615384615384,4,0.15384615384615385,4,3,18,1
M0559,26,N N N N N N A A A A A A A A A A A A A P P P P P P P,Aversion,13,0.5,6,0.23076923076923078,7,0.2692307692307692,1,1,23,1
M0560,26,N N N N N N N N N N N P N N N N N A A A N N P P P P,Neutral,3,0.11538461538461539,18,0.6923076923076923,5,0.19230769230769232,3,2,20,1
M0561,26,N N N N N N N N N N N N N N N N P P N A A A A A A N,Neutral,6,0.23076923076923078,18,0.6923076923076923,2,0.07692307692307693,2,2,21,0
M0562,26,N N A N A A N N A N A A A N N P P P P P N N A A A N,Neutral,10,0.38461538461538464,11,0.4230769230769231,5,0.19230769230769232,6,6,13,0
M0563,26,N A N A A A A A N A A A A A A A A A A A N P P P P P,Aversion,17,0.6538461538461539,4,0.15384615384615385,5,0.19230769230769232,4,3,18,1
M0564,26,N A A A N N A P N N N N N N N N N N N A N N A A A N,Neutral,8,0.3076923076923077,17,0.6538461538461539,1,0.038461538461538464,4,5,16,0
M0565,26,N A A A A A N A A N N N N N P P P P P P P P P P P P,Appreciation,7,0.2692307692307692,7,0.2692307692307692,12,0.46153846153846156,3,2,20,1
M0566,26,N N N A A A A A N N N A A A A A A A A N P P P P P P,Aversion,13,0.5,7,0.2692307692307692,6,0.23076923076923078,3,2,20,1
M0567,26,N N N A A A A N A A A A A A N A A A N N N N A A A A,Aversion,17,0.6538461538461539,9,0.34615384615384615,0,0.0,3,4,18,-1
M0568,26,N N N N A A N A A A N N P P P P N N A N A A N A A A,Neutral,11,0.4230769230769231,11,0.4230769230769231,4,0.15384615384615385,5,6,14,-1
M0569,26,N N N N N N N N N N N N N N N P P P N N N N A N N P,Neutral,1,0.038461538461538464,21,0.8076923076923077,4,0.15384615384615385,3,2,20,1
M0570,26,N N N N N N N N N N N N N N N N N N N N N A N A A A,Neutral,4,0.15384615384615385,22,0.8461538461538461,0,0.0,1,2,22,-1
M0571,26,N A N A A A N N N N A A N A A N P P P P P P P P P P,Appreciation,8,0.3076923076923077,8,0.3076923076923077,10,0.38461538461538464,5,4,16,1
M0572,26,N N N N A A A N N N N N N N A N A A A A A A A A A A,Aversion,14,0.5384615384615384,12,0.46153846153846156,0,0.0,2,3,20,-1
M0573,26,N A N A A N A N N N N A N A A A A N A N A A A A N N,Aversion,14,0.5384615384615384,12,0.46153846153846156,0,0.0,7,7,11,0
M0574,26,N N A A N A N N N N A A A A A N A A A N A A A A N A,Aversion,16,0.6153846153846154,10,0.38461538461538464,0,0.0,5,6,14,-1
M0575,26,N A A N N N N N N N N A A A N A A A A N N A A A A A,Aversion,14,0.5384615384615384,12,0.46153846153846156,0,0.0,3,4,18,-1
M0576,26,N A A N A N A A A A A A A A A A N N A A A A A A A A,Aversion,21,0.8076923076923077,5,0.19230769230769232,0,0.0,3,4,18,-1
M0577,26,N N N N N N N N N N N N N N A A A N A A A N N N A N,Neutral,7,0.2692307692307692,19,0.7307692307692307,0,0.0,3,3,19,0
M0578,26,N N N N N N N N N N N N A A N A N A A A A A N P N N,Neutral,8,0.3076923076923077,17,0.6538461538461539,1,0.038461538461538464,4,4,17,0
M0579,26,N N N N A A A N N A N A A N N A N N A A A A A A A A,Aversion,15,0.5769230769230769,11,0.4230769230769231,0,0.0,4,5,16,-1
M0580,26,N A A A A N A A N N A A A A A A A A A N N A A A P P,Aversion,18,0.6923076923076923,6,0.23076923076923078,2,0.07692307692307693,4,4,17,1
M0581,26,N A A N A N N N N N A A A A A A A A A A N N P P P P,Aversion,13,0.5,9,0.34615384615384615,4,0.15384615384615385,4,3,18,1
M0582,26,N N N A A N N N N A N A N A A A A N N A N P N A A N,Neutral,11,0.4230769230769231,14,0.5384615384615384,1,0.038461538461538464,7,7,11,0
M0583,26,N N N N N N A A A A A N A A A A A A A A A N A A A A,Aversion,18,0.6923076923076923,8,0.3076923076923077,0,0.0,2,3,20,-1
M0584,26,N A A A N A A N N N N N N N N A A A A A A A N P P P,Aversion,12,0.46153846153846156,11,0.4230769230769231,3,0.11538461538461539,4,3,18,1
M0585,26,N N N N A A A N N N N N N A A A A N N N N P P P P P,Neutral,7,0.2692307692307692,14,0.5384615384615384,5,0.19230769230769232,3,2,20,1
M0586,26,N N N N N N N A N N A N A N A N A A A A A A A A A A,Aversion,14,0.5384615384615384,12,0.46153846153846156,0,0.0,4,5,16,-1
M0587,26,N N N N N N N N N A A A A N A A N N N A P P N N N N,Neutral,7,0.2692307692307692,17,0.6538461538461539,2,0.07692307692307693,3,4,18,0
M0588,26,N N N N N N A A A A A N N N N A A A A A N A A A A A,Aversion,15,0.5769230769230769,11,0.4230769230769231,0,0.0,2,3,20,-1
M0589,26,N A N N N A A A A N N N N A A N N A A A A A A A A N,Aversion,15,0.5769230769230769,11,0.4230769230769231,0,0.0,4,4,17,0
M0590,26,N N N N N N N N N N N N A A N N A A A A A A A N A A,Neutral,11,0.4230769230769231,15,0.5769230769230769,0,0.0,2,3,20,-1
M0591,26,N N N N N N N N N N N N N N N A A A N N A A A A A A,Neutral,9,0.34615384615384615,17,0.6538461538461539,0,0.0,1,2,22,-1
M0592,26,N N N N A N A A A N N N N N A N N P P P P P P P P P,Neutral,5,0.19230769230769232,12,0.46153846153846156,9,0.34615384615384615,4,3,18,1
M0593,26,N N A A A N N N N N N N N N A A A A N A N N N N P P,Neutral,8,0.3076923076923077,16,0.6153846153846154,2,0.07692307692307693,4,3,18,1
M0594,26,N N N N N N N N N N N N N N N N N N N N N A A A P P,Neutral,3,0.11538461538461539,21,0.8076923076923077,2,0.07692307692307693,1,1,23,1
M0595,26,N A A N N A A N N N N N N P N N A A A A A A N N N N,Neutral,10,0.38461538461538464,15,0.5769230769230769,1,0.038461538461538464,4,4,17,0
M0596,26,N N N N N N N N A A A A A A A A N N N N N N A A A A,Neutral,12,0.46153846153846156,14,0.5384615384615384,0,0.0,1,2,22,-1
M0597,26,N A A N N N A A A A N A N A A A A A A A A A N A A A,Aversion,19,0.7307692307692307,7,0.2692307692307692,0,0.0,4,5,16,-1
M0598,26,N A A N N N N A N A N N N N A A N N N A P P P P P P,Neutral,7,0.2692307692307692,13,0.5,6,0.23076923076923078,5,5,15,1
M0599,26,N N A N N N N A A A A A A A A A A N N N A N N A N A,Aversion,14,0.5384615384615384,12,0.46153846153846156,0,0.0,4,5,16,-1
M0600,26,N N N N N A A N A A N N N A N N A A N A A A A A A A,Aversion,14,0.5384615384615384,12,0.46153846153846156,0,0.0,4,5,16,-1
M0601,26,N N N N N N N N A A A A A A A N A A A A A N A A N N,Aversion,14,0.5384615384615384,12,0.46153846153846156,0,0.0,3,3,19,0
M0602,26,A A A N N N A A A A N N N N N N A N P P P P P P P N,Neutral,8,0.3076923076923077,11,0.4230769230769231,7,0.2692307692307692,4,3,18,1
M0603,26,N N N N N N N N N N N N N N P P P N N N N N N A N A,Neutral,2,0.07692307692307693,21,0.8076923076923077,3,0.11538461538461539,2,3,20,-1
M0604,26,N N N N N N N A N N N A A A A N A N A A N A N N P P,Neutral,9,0.34615384615384615,15,0.5769230769230769,2,0.07692307692307693,6,5,14,1
M0605,26,N N N N N N N N N N N N N N P P P P N A N A A A A A,Neutral,6,0.23076923076923078,16,0.6153846153846154,4,0.15384615384615385,2,3,20,-1
M0606,26,N A N A A N A N N N A A A A A N A A A A A A A A A A,Aversion,19,0.7307692307692307,7,0.2692307692307692,0,0.0,4,5,16,-1
M0607,26,N N N A N A A N N A N N N N N A P P P P P P P P P P,Neutral,5,0.19230769230769232,11,0.4230769230769231,10,0.38461538461538464,4,4,17,1
M0608,26,N N N N N N A A A A A N A A A A A A A A A N N N P P,Aversion,14,0.5384615384615384,10,0.38461538461538464,2,0.07692307692307693,3,2,20,1
M0609,26,N N N A A N N N N A A N A N N A A A N P P P P N P P,Neutral,8,0.3076923076923077,12,0.46153846153846156,6,0.23076923076923078,6,5,14,1
M0610,26,N N N N A A A A A A N N P P P P P P P P P P P P P P,Appreciation,6,0.23076923076923078,6,0.23076923076923078,14,0.5384615384615384,2,1,22,1
M0611,26,N N A N N N N N N P P P P P P N N A N P P P P P P P,Appreciation,2,0.07692307692307693,11,0.4230769230769231,13,0.5,4,3,18,1
M0612,26,N N N N N N N N N N A N A A N A A A A A N N N A N P,Neutral,9,0.34615384615384615,16,0.6153846153846154,1,0.038461538461538464,5,4,16,1
M0613,26,N N N A A N N N N N N N N P P P N P P P P P P P N N,Neutral,2,0.07692307692307693,14,0.5384615384615384,10,0.38461538461538464,3,3,19,0
M0614,26,N N N N A A A N N N N N N N N P P P N A A A A A A A,Neutral,10,0.38461538461538464,13,0.5,3,0.11538461538461539,2,3,20,-1
M0615,26,N N A N A N N N A A A A A A N A A A A A A A A A N P,Aversion,17,0.6538461538461539,8,0.3076923076923077,1,0.038461538461538464,5,4,16,1
M0616,26,N A N N N N A A N A A N A N A A A A N N N N A A N N,Neutral,12,0.46153846153846156,14,0.5384615384615384,0,0.0,6,6,13,0
M0617,26,N A A N N N N A N N A A N A A A N A A A N A N N A A,Aversion,14,0.5384615384615384,12,0.46153846153846156,0,0.0,6,7,12,-1
M0618,26,N N A A N A A N A A A A N P P P P P P P P P P N A A,Aversion,10,0.38461538461538464,6,0.23076923076923078,10,0.38461538461538464,4,5,16,-1
M0619,26,N N N A N N N N N N N N N N A A A A A A A A N N N P,Neutral,9,0.34615384615384615,16,0.6153846153846154,1,0.038461538461538464,3,2,20,1
M0620,26,N N N N A A N N N N N N A A A A N N N P P P P P P P,Neutral,6,0.23076923076923078,13,0.5,7,0.2692307692307692,3,2,20,1
M0621,26,A A A N N A A N N N N N N N N N A N N A A A A A A A,Aversion,13,0.5,13,0.5,0,0.0,3,3,19,0
M0622,26,N N A A A N A A N A A A A A A N A N N N P N A A A N,Aversion,15,0.5769230769230769,10,0.38461538461538464,1,0.038461538461538464,6,6,13,0
M0623,26,N N N N N N N N N N N N N P P P P P P P P P P P P P,Neutral,0,0.0,13,0.5,13,0.5,1,0,24,1
M0624,26,N A A N A A N N N A A N N A A A A P P P P P N P P P,Aversion,10,0.38461538461538464,8,0.3076923076923077,8,0.3076923076923077,5,5,15,1
M0625,26,N N N N N N N N N N N N N N N N N A N N N A A A A A,Neutral,6,0.23076923076923078,20,0.7692307692307693,0,0.0,1,2,22,-1
M0626,26,N N A N N N N A A A A A N A N N A N A A A A A A A N,Aversion,15,0.5769230769230769,11,0.4230769230769231,0,0.0,5,5,15,0
M0627,26,N A N A N A N N N N N N N N P P P P P P N A N N P P,Neutral,4,0.15384615384615385,14,0.5384615384615384,8,0.3076923076923077,6,5,14,1
M0628,26,N N N N A A A A A A A A A A A A A A A A A N A A A A,Aversion,21,0.8076923076923077,5,0.19230769230769232,0,0.0,1,2,22,-1
M0629,26,N N A N N N N N N N N N N N N A A N A A A A A A A N,Neutral,10,0.38461538461538464,16,0.6153846153846154,0,0.0,3,3,19,0
M0630,26,N N N N N N N A A N A N N A N A A N P P P P P P P P,Neutral,6,0.23076923076923078,12,0.46153846153846156,8,0.3076923076923077,5,4,16,1
M0631,26,N A A A A N N N N N N N N N A A A A A N P P P P P P,Neutral,9,0.34615384615384615,11,0.4230769230769231,6,0.23076923076923078,3,2,20,1
M0632,26,N N N A A A N N N N A A N A A A A A N A A N N P P P,Aversion,12,0.46153846153846156,11,0.4230769230769231,3,0.11538461538461539,5,4,16,1
M0633,26,N N A A N N N N N N N A A N N P P P P P P P P P P P,Neutral,4,0.15384615384615385,11,0.4230769230769231,11,0.4230769230769231,3,2,20,1
M0634,26,N A N A N N N A A N N N N N N N N N A A N N A N A A,Neutral,9,0.34615384615384615,17,0.6538461538461539,0,0.0,5,6,14,-1
M0635,26,N N A N A A A N N A A A A N N N A A A A A A A A A A,Aversion,18,0.6923076923076923,8,0.3076923076923077,0,0.0,3,4,18,-1
M0636,26,N N N N N N N N N N N N N N P P P P P P P N N A A A,Neutral,3,0.11538461538461539,16,0.6153846153846154,7,0.2692307692307692,1,2,22,-1
M0637,26,N N A N N N A A N N N N N P P P P P N A A A A A A A,Neutral,10,0.38461538461538464,11,0.4230769230769231,5,0.19230769230769232,3,4,18,-1
M0638,26,N N N N A A A A A A N A A A A A A N N A A A A N P P,Aversion,16,0.6153846153846154,8,0.3076923076923077,2,0.07692307692307693,4,3,18,1
M0639,26,N N A N N A A N N A N N N N N N P P P P P P P P N N,Neutral,4,0.15384615384615385,14,0.5384615384615384,8,0.3076923076923077,4,4,17,0
M0640,26,N N A N N N N N A N N N N N N P P P P P P P P P P P,Neutral,2,0.07692307692307693,13,0.5,11,0.4230769230769231,3,2,20,1
M0641,26,N A N A A A A A N N N N N A A P P N P P P P P P N P,Neutral,8,0.3076923076923077,9,0.34615384615384615,9,0.34615384615384615,5,5,15,1
M0642,26,N N N N N N N N N N N P P P P P P P P P P P P N N N,Neutral,0,0.0,14,0.5384615384615384,12,0.46153846153846156,1,1,23,0
M0643,26,N N N N N N N N N N N N N N P P P P P P P N N N N A,Neutral,1,0.038461538461538464,18,0.6923076923076923,7,0.2692307692307692,1,2,22,-1
M0644,26,N N N N N N A A A N N A N A A N P P P P P P P P P P,Neutral,6,0.23076923076923078,10,0.38461538461538464,10,0.38461538461538464,4,3,18,1
M0645,26,N N N N N N N N N N N P P P P P P P P P P N N N A A,Neutral,2,0.07692307692307693,14,0.5384615384615384,10,0.38461538461538464,1,2,22,-1
M0646,26,N A N A A N A A A A N A A N N N A N N N N N N P P P,Neutral,10,0.38461538461538464,13,0.5,3,0.11538461538461539,6,5,14,1
M0647,26,N N N N A A A A N N N A A N P P P P P P P P P P N N,Neutral,6,0.23076923076923078,10,0.38461538461538464,10,0.38461538461538464,3,3,19,0
M0648,26,N A N A N A A A A A A A A A A A A A N N N N N N N P,Aversion,15,0.5769230769230769,10,0.38461538461538464,1,0.038461538461538464,4,3,18,1
M0649,26,N A A N A A N N N N N N N N P P P P P P P P P P P N,Neutral,4,0.15384615384615385,11,0.4230769230769231,11,0.4230769230769231,3,3,19,0
M0650,26,N N N N N N N N N N N N N N N N A A N N N A N P P P,Neutral,3,0.11538461538461539,20,0.7692307692307693,3,0.11538461538461539,3,2,20,1
M0651,26,N N N N N N N N A A A A A A N N N A A A A A A A A N,Aversion,14,0.5384615384615384,12,0.46153846153846156,0,0.0,2,2,21,0
M0652,26,N N A N A A A A A A A N N P P P P P P P P P P N N A,Appreciation,9,0.34615384615384615,7,0.2692307692307692,10,0.38461538461538464,3,4,18,-1
M0653,26,N N N N N N N N N N N N A A A A A A N N A A A A A N,Neutral,11,0.4230769230769231,15,0.5769230769230769,0,0.0,2,2,21,0
M0654,26,N N N N N A A A A N A N N N N A A P P P P P P P P N,Neutral,7,0.2692307692307692,11,0.4230769230769231,8,0.3076923076923077,3,4,18,0
M0655,26,N N N N N N N N A A N A A A A A A A A A N N N P N A,Neutral,12,0.46153846153846156,13,0.5,1,0.038461538461538464,3,4,18,-1
M0656,26,N N N N N N N N N N N N N P P P N N N N A A A A A A,Neutral,6,0.23076923076923078,17,0.6538461538461539,3,0.11538461538461539,1,2,22,-1
M0657,26,N N A A N A A A A A A A N N A A A A A A A N N P P P,Aversion,16,0.6153846153846154,7,0.2692307692307692,3,0.11538461538461539,4,3,18,1
M0658,26,N N N N N N N N N N N N A A N P P P P P P P P N A N,Neutral,3,0.11538461538461539,15,0.5769230769230769,8,0.3076923076923077,3,3,19,0
M0659,26,N N N N N A N N N N N N N P P P P P P P P N A A A A,Neutral,5,0.19230769230769232,13,0.5,8,0.3076923076923077,2,3,20,-1
M0660,26,N N A N A N N N A N N A A A A N P P P P P P P P P P,Appreciation,7,0.2692307692307692,9,0.34615384615384615,10,0.38461538461538464,5,4,16,1
M0661,26,N N A N N N N N N N N N A A A A A A A A A A A A A A,Aversion,15,0.5769230769230769,11,0.4230769230769231,0,0.0,1,2,22,-1
M0662,26,N N A N A N A N A A N A A A P P N N N A A A A N A A,Aversion,14,0.5384615384615384,10,0.38461538461538464,2,0.07692307692307693,6,8,11,-1
M0663,26,N N N N N N N N P N N N P P P P P P P P P P P P P N,Appreciation,0,0.0,12,0.46153846153846156,14,0.5384615384615384,2,2,21,0
M0664,26,N A A N A A N N A A A A N A N N A A N P P P P P P P,Aversion,11,0.4230769230769231,8,0.3076923076923077,7,0.2692307692307692,6,5,14,1
M0665,26,N A N N A A A N A A A A A A N A N A N N N A A A A A,Aversion,17,0.6538461538461539,9,0.34615384615384615,0,0.0,5,6,14,-1
M0666,26,N A A A N A A N N N A A N N A P P P P P P P N N N A,Neutral,9,0.34615384615384615,10,0.38461538461538464,7,0.2692307692307692,4,6,15,-1
M0667,26,N N A A N N N N N A N N A A A A N N P P N N A A A A,Neutral,11,0.4230769230769231,13,0.5,2,0.07692307692307693,4,5,16,-1
M0668,26,N N N N N N A A A A N A A A A N P N N N N P P P P P,Neutral,8,0.3076923076923077,12,0.46153846153846156,6,0.23076923076923078,4,3,18,1
M0669,26,N N N N N N N N N N A A N N N P P P P P N A N A A A,Neutral,6,0.23076923076923078,15,0.5769230769230769,5,0.19230769230769232,3,4,18,-1
M0670,26,N A A N N N A N A N A N A A A N A A A A A P P P P N,Aversion,13,0.5,9,0.34615384615384615,4,0.15384615384615385,6,7,12,0
M0671,26,N N N A N A A A A N A A N N N A N A A A A N A A A A,Aversion,16,0.6153846153846154,10,0.38461538461538464,0,0.0,5,6,14,-1
M0672,26,N N N N N N N N N N N N N N N A A A A A A N P P P P,Neutral,6,0.23076923076923078,16,0.6153846153846154,4,0.15384615384615385,2,1,22,1
M0673,26,N N N N N N N N N N N A A A A N A A A N A A A A A A,Neutral,13,0.5,13,0.5,0,0.0,2,3,20,-1
M0674,26,N N A N N N N N N N N N A A N A A A A A A A N A A N,Neutral,12,0.46153846153846156,14,0.5384615384615384,0,0.0,4,4,17,0
M0675,26,N N N N A N N N N N N N N N P P P P P P P P P P N N,Neutral,1,0.038461538461538464,15,0.5769230769230769,10,0.38461538461538464,2,2,21,0
M0676,26,N N N A A A A A A A A N A A A N A N N A A A A A A A,Aversion,19,0.7307692307692307,7,0.2692307692307692,0,0.0,3,4,18,-1
M0677,26,N N N N N N N N N N N N A A N N P P P P P P P P P P,Neutral,2,0.07692307692307693,14,0.5384615384615384,10,0.38461538461538464,2,1,22,1
M0678,26,N N N N A A A A N N N A A A N A A A A N A A N A A N,Aversion,15,0.5769230769230769,11,0.4230769230769231,0,0.0,5,5,15,0
M0679,26,A N A A A N N A A A A N A A N N N N N P P P P P P N,Aversion,10,0.38461538461538464,10,0.38461538461538464,6,0.23076923076923078,5,4,16,1
M0680,26,N N N A N N A N N N N A N N P P P P P P P P P P P P,Appreciation,3,0.11538461538461539,11,0.4230769230769231,12,0.46153846153846156,4,3,18,1
M0681,26,N N N A N N A A A A A A A A A A A A A N A A A A A N,Aversion,19,0.7307692307692307,7,0.2692307692307692,0,0.0,3,3,19,0
M0682,26,N N N N N A A A A N A N N P P P P P P P P P P P P P,Appreciation,5,0.19230769230769232,8,0.3076923076923077,13,0.5,3,2,20,1
M0683,26,N A N A A A N A A A A A N N N N N N N A A A A A A A,Aversion,16,0.6153846153846154,10,0.38461538461538464,0,0.0,3,4,18,-1
M0684,26,N N A N N N A A A N N N N N P P P P P P N N N N A N,Neutral,5,0.19230769230769232,15,0.5769230769230769,6,0.23076923076923078,4,4,17,0
M0685,26,N N N N N N N N N N N P P P P P P P P P P P P P P P,Appreciation,0,0.0,11,0.4230769230769231,15,0.5769230769230769,1,0,24,1
M0686,26,N N N N A N A A A N A N A N N N N P P P P P P P P P,Neutral,6,0.23076923076923078,11,0.4230769230769231,9,0.34615384615384615,5,4,16,1
M0687,26,N N A A N N N N A N A N A A A A A A A A A A A N N A,Aversion,16,0.6153846153846154,10,0.38461538461538464,0,0.0,4,5,16,-1
M0688,26,N A N N A A N A A N N N N N N N N A A A N A A A N N,Neutral,11,0.4230769230769231,15,0.5769230769230769,0,0.0,5,5,15,0
M0689,26,N N A A N A N A A N N P P P P P N N N A A A A N A A,Aversion,11,0.4230769230769231,10,0.38461538461538464,5,0.19230769230769232,5,6,14,-1
M0690,26,N A A A A A N A A N N N A A A A A A N P P N N A A A,Aversion,16,0.6153846153846154,8,0.3076923076923077,2,0.07692307692307693,4,5,16,-1
M0691,26,N N A A N A N N N N N N N N N N A A N P P P N A A A,Neutral,8,0.3076923076923077,15,0.5769230769230769,3,0.11538461538461539,4,5,16,-1
M0692,26,N N N N N N A A A A A A A A A A A A A P N A A A A A,Aversion,18,0.6923076923076923,7,0.2692307692307692,1,0.038461538461538464,1,3,21,-1
M0693,26,N N A A A A A A A A N N N N P N N N N N N N N A A N,Neutral,10,0.38461538461538464,15,0.5769230769230769,1,0.038461538461538464,3,3,19,0
M0694,26,N A N N N N N N N N N N N N P P N N A A A A A A A A,Neutral,9,0.34615384615384615,15,0.5769230769230769,2,0.07692307692307693,2,3,20,-1
M0695,26,N N N N N N A A N N N N A N N P P P P P P P P P P P,Neutral,3,0.11538461538461539,12,0.46153846153846156,11,0.4230769230769231,3,2,20,1
M0696,26,N N N N A A A A A N A N N N N A N A P N N N A A A A,Neutral,12,0.46153846153846156,13,0.5,1,0.038461538461538464,4,6,15,-1
M0697,26,N N N N N N N N N A A A A N A A N P P N A A A A A A,Neutral,12,0.46153846153846156,12,0.46153846153846156,2,0.07692307692307693,3,4,18,-1
M0698,26,N N N N N N N N N N N N N N N A A A A A A A A A N A,Neutral,10,0.38461538461538464,16,0.6153846153846154,0,0.0,1,2,22,-1
M0699,26,N N N N N A A A N N N N P P P P P P P P N N P P P P,Appreciation,3,0.11538461538461539,11,0.4230769230769231,12,0.46153846153846156,3,2,20,1
M0700,26,N N N A A A A N A N N N A N N N P P P P P P P P P P,Neutral,6,0.23076923076923078,10,0.38461538461538464,10,0.38461538461538464,4,3,18,1
M0701,26,N A N N N N N N N N N N A A A N A N A A A A A P N P,Neutral,10,0.38461538461538464,14,0.5384615384615384,2,0.07692307692307693,5,5,15,1
M0702,26,N N A N N N N A A A A N N N N P P P P P N A A A A A,Neutral,10,0.38461538461538464,11,0.4230769230769231,5,0.19230769230769232,3,4,18,-1
M0703,26,N N A N N N N N N N N A A A A A A A A N P P P P P N,Neutral,9,0.34615384615384615,12,0.46153846153846156,5,0.19230769230769232,3,3,19,0
M0704,26,N N N N N N N N A N N A N N N N A A A A A A P P N A,Neutral,9,0.34615384615384615,15,0.5769230769230769,2,0.07692307692307693,3,5,17,-1
M0705,26,N N N N N N N N N N N N P P N N A A A A A A A A P P,Neutral,8,0.3076923076923077,14,0.5384615384615384,4,0.15384615384615385,2,2,21,1
M0706,26,N N A A N A A A N A A A A A A A A A N A A A N P P P,Aversion,17,0.6538461538461539,6,0.23076923076923078,3,0.11538461538461539,5,4,16,1
M0707,26,N N N N N N N A A A N N A A A A A A A A A N P P P P,Aversion,12,0.46153846153846156,10,0.38461538461538464,4,0.15384615384615385,3,2,20,1
M0708,26,N N A A A N N A N N N N A A A A N A A A N P A A A A,Aversion,15,0.5769230769230769,10,0.38461538461538464,1,0.038461538461538464,5,5,15,-1
M0709,26,N N N N N N N N N N N N N N A A A A A A A A A A A A,Neutral,12,0.46153846153846156,14,0.5384615384615384,0,0.0,0,1,24,-1
M0710,26,N N A A N A A A N A A A A A A A A A A A A N P P P P,Aversion,17,0.6538461538461539,5,0.19230769230769232,4,0.15384615384615385,4,3,18,1
M0711,26,N N N N A A A A N A A N N N N P P N N N A A A A A N,Neutral,11,0.4230769230769231,13,0.5,2,0.07692307692307693,4,4,17,0
M0712,26,N N N N A N N N N N N N A P P P P P P P P P A A A A,Neutral,6,0.23076923076923078,11,0.4230769230769231,9,0.34615384615384615,2,3,20,-1
M0713,26,N N N A A N A N N A A N N A N N N N N N N A A A N N,Neutral,9,0.34615384615384615,17,0.6538461538461539,0,0.0,5,5,15,0
M0714,26,N N N N N N N N N A A A A A A A N P P P P P P P P P,Neutral,7,0.2692307692307692,10,0.38461538461538464,9,0.34615384615384615,2,1,22,1
M0715,26,N A N N N N N N N N N N P P P P P N P P N A A N P P,Neutral,3,0.11538461538461539,14,0.5384615384615384,9,0.34615384615384615,5,4,16,1
M0716,26,N N N N N A A A A N N N N P P P P P P N A A A A A A,Neutral,10,0.38461538461538464,10,0.38461538461538464,6,0.23076923076923078,2,3,20,-1
M0717,26,N N N N N N N N N N N N N N N P N N N P P P P P P P,Neutral,0,0.0,18,0.6923076923076923,8,0.3076923076923077,2,1,22,1
M0718,26,N N N A N N A A A A N N A A A A A N N N A N N A A A,Aversion,14,0.5384615384615384,12,0.46153846153846156,0,0.0,4,5,16,-1
M0719,26,N N N N N N N N N N N N N P P P N P P P P P P P P P,Neutral,0,0.0,14,0.5384615384615384,12,0.46153846153846156,2,1,22,1
